client_id,first_name,last_name,email,phone,dob,program_name,admission_date,discharge_date,program_status,referral_source,receiving_services,support_workers,notes
CID104596,TestFirst--4596,TestLast--4596,test4596@example.com,+918949599012,2024-12-17,Housing Support,2024-06-22,2024-12-13,active,Agency A,no,"Rita Kumar, Sunil Iyer",Primary enrollment
CID104597,TestFirst--4597,TestLast--4597,test4597@example.com,+918514251224,2025-03-22,Addiction Counselling,2024-04-12,2023-03-29,pending,Clinic,yes,"Rita Kumar, Sunil Iyer",Initial enrollment
CID104598,TestFirst--4598,TestLast--4598,test4598@example.com,+917809303167,2024-12-09,Employment Assistance,2025-03-04,2024-01-07,pending,Agency B,yes,Sonia Rao,Initial enrollment
CID104599,TestFirst--4599,TestLast--4599,test4599@example.com,+919551795302,2023-08-13,Family Support,2023-09-06,2024-03-10,active,Hospital,yes,Sonia Rao,Duplicate with status difference
CID104600,TestFirst--4600,TestLast--4600,test4600@example.com,+916747319329,2024-11-10,Counselling,2025-08-28,2024-07-09,discharged,Self,yes,"sunil iyer, Rita Kumar",support workers lowercase
CID104601,TestFirst--4601,TestLast--4601,test4601@example.com,+917142422714,2025-03-29,Housing Support,2024-11-10,2024-09-11,active,Hospital,no,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID104602,TestFirst--4602,TestLast--4602,test4602@example.com,+917299740698,2023-11-10,Addiction Counselling,2023-03-11,2023-12-29,discharged,Hospital,yes,"Rita Kumar, Sunil Iyer",Primary enrollment
CID104603,TestFirst--4603,TestLast--4603,test4603@example.com,+919883939689,2023-10-23,Employment Assistance,2023-03-19,2024-08-10,pending,Self,no,Anil Verma,Primary enrollment
CID104604,TestFirst--4604,TestLast--4604,test4604@example.com,+919286986628,2023-07-16,Family Support,2024-04-03,2025-06-30,pending,Hospital,yes,Asha Patel,Initial enrollment
CID104605,TestFirst--4605,TestLast--4605,test4605@example.com,+919747209897,2024-01-17,Counselling,2024-12-08,2024-04-03,discharged,Self,yes,Rita Kumar,Primary enrollment
CID104606,TestFirst--4606,TestLast--4606,test4606@example.com,+917612219105,2023-05-19,Housing Support,2023-12-21,2023-05-29,active,Agency C,yes,Rita Kumar,Primary enrollment
CID104607,TestFirst--4607,TestLast--4607,test4607@example.com,+918907836763,2023-04-23,Addiction Counselling,2023-10-18,2023-02-02,pending,Agency B,yes,Rita Kumar,Primary enrollment
CID104608,TestFirst--4608,TestLast--4608,test4608@example.com,+916477398756,2024-04-16,Employment Assistance,2025-10-05,2025-06-25,pending,Agency C,yes,Sonia Rao,support workers lowercase
CID104609,TestFirst--4609,TestLast--4609,test4609@example.com,+918586502908,2025-07-15,Family Support,2023-09-11,2024-03-21,pending,Hospital,no,Sonia Rao,support workers different order
CID104610,TestFirst--4610,TestLast--4610,test4610@example.com,+918005670461,2023-10-09,Counselling,2025-09-28,2023-11-09,pending,Agency C,yes,Rita Kumar,Primary enrollment
CID104611,TestFirst--4611,TestLast--4611,test4611@example.com,+919177287343,2023-10-22,Housing Support,2023-09-13,2025-08-30,discharged,School,no,"sunil iyer, Rita Kumar",support workers lowercase
CID104612,TestFirst--4612,TestLast--4612,test4612@example.com,+919232276941,2023-12-04,Addiction Counselling,2024-07-18,2025-07-04,active,Hospital,no,Sonia Rao,Primary enrollment
CID104613,TestFirst--4613,TestLast--4613,test4613@example.com,+916577083442,2025-03-06,Employment Assistance,2024-09-24,2023-01-23,discharged,Agency C,yes,"Rita Kumar, Sunil Iyer",support workers lowercase
CID104614,TestFirst--4614,TestLast--4614,test4614@example.com,+917853453088,2023-04-11,Family Support,2025-08-28,2023-03-12,discharged,Hospital,no,Asha Patel,Initial enrollment
CID104615,TestFirst--4615,TestLast--4615,test4615@example.com,+919762365446,2024-09-12,Counselling,2024-03-02,2023-08-22,active,School,yes,Anil Verma,support workers different order
CID104616,TestFirst--4616,TestLast--4616,test4616@example.com,+916822486803,2023-08-10,Housing Support,2024-09-27,2025-11-14,discharged,Self,yes,Asha Patel,support workers different order
CID104617,TestFirst--4617,TestLast--4617,test4617@example.com,+919734040492,2025-07-22,Addiction Counselling,2025-04-20,2024-01-02,pending,Outreach,no,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID104618,TestFirst--4618,TestLast--4618,test4618@example.com,+917841556173,2023-12-25,Employment Assistance,2023-05-13,2024-12-21,active,Outreach,no,Anil Verma,Duplicate-case 2 - different referral_source
CID104619,TestFirst--4619,TestLast--4619,test4619@example.com,+917980252123,2025-06-01,Family Support,2023-05-16,2023-04-02,pending,Hospital,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID104620,TestFirst--4620,TestLast--4620,test4620@example.com,+919484204188,2023-03-19,Counselling,2024-12-21,2024-03-27,active,School,no,Dr. Singh,Duplicate-case 1
CID104621,TestFirst--4621,TestLast--4621,test4621@example.com,+916777537236,2023-10-03,Housing Support,2024-07-26,2022-12-15,discharged,Clinic,yes,"sunil iyer, Rita Kumar",support workers lowercase
CID104622,TestFirst--4622,TestLast--4622,test4622@example.com,+916055385231,2023-09-30,Addiction Counselling,2025-05-26,2023-11-07,pending,Clinic,yes,Rita Kumar,Duplicate with status difference
CID104623,TestFirst--4623,TestLast--4623,test4623@example.com,+918733759409,2024-10-11,Employment Assistance,2023-01-16,2023-07-07,active,Hospital,no,"Rita Kumar,Sunil Iyer",support workers different order
CID104624,TestFirst--4624,TestLast--4624,test4624@example.com,+918065201439,2025-03-26,Family Support,2024-02-26,2024-01-28,pending,Outreach,no,Rita Kumar,Duplicate with status difference
CID104625,TestFirst--4625,TestLast--4625,test4625@example.com,+916287016944,2023-09-02,Counselling,2025-03-24,2025-02-28,pending,Clinic,yes,Dr. Singh,Initial enrollment
CID104626,TestFirst--4626,TestLast--4626,test4626@example.com,+918744563857,2025-06-24,Housing Support,2023-08-18,2025-05-10,pending,Self,yes,Rita Kumar,Duplicate with status difference
CID104627,TestFirst--4627,TestLast--4627,test4627@example.com,+919056840694,2023-11-22,Addiction Counselling,2023-09-29,2023-12-29,discharged,Self,yes,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID104628,TestFirst--4628,TestLast--4628,test4628@example.com,+919376453641,2023-06-10,Employment Assistance,2023-01-07,2025-10-05,active,Clinic,no,"Rita Kumar, Sunil Iyer",Initial enrollment
CID104629,TestFirst--4629,TestLast--4629,test4629@example.com,+917297783510,2023-06-09,Family Support,2023-07-07,2025-10-29,active,Agency A,yes,Rita Kumar,Duplicate-case 1
CID104630,TestFirst--4630,TestLast--4630,test4630@example.com,+916437405836,2023-10-29,Counselling,2023-10-16,2023-07-07,active,Hospital,yes,Asha Patel,Duplicate with status difference
CID104631,TestFirst--4631,TestLast--4631,test4631@example.com,+916274631154,2023-11-17,Housing Support,2023-04-21,2024-10-19,discharged,Hospital,yes,Dr. Singh,support workers different order
CID104632,TestFirst--4632,TestLast--4632,test4632@example.com,+916839823040,2025-01-07,Addiction Counselling,2025-02-01,2023-04-09,discharged,Clinic,no,Dr. Singh,support workers lowercase
CID104633,TestFirst--4633,TestLast--4633,test4633@example.com,+916772015706,2024-04-04,Employment Assistance,2023-01-23,2024-04-28,active,Agency A,no,Anil Verma,Duplicate with status difference
CID104634,TestFirst--4634,TestLast--4634,test4634@example.com,+919208063484,2025-07-08,Family Support,2023-09-17,2022-12-19,active,Agency C,no,Anil Verma,Duplicate-case 1
CID104635,TestFirst--4635,TestLast--4635,test4635@example.com,+916168691184,2024-06-14,Counselling,2025-03-18,2025-08-30,discharged,Agency A,no,Anil Verma,Duplicate-case 1
CID104636,TestFirst--4636,TestLast--4636,test4636@example.com,+916414359291,2025-04-18,Housing Support,2024-01-18,2025-07-14,pending,School,yes,"Rita Kumar,Sunil Iyer",support workers different order
CID104637,TestFirst--4637,TestLast--4637,test4637@example.com,+918680831657,2023-02-14,Addiction Counselling,2023-11-26,2025-09-27,discharged,Agency A,yes,"sunil iyer, Rita Kumar",Duplicate-case 1
CID104638,TestFirst--4638,TestLast--4638,test4638@example.com,+916333600909,2023-12-23,Employment Assistance,2025-04-17,2024-12-17,discharged,Agency B,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID104639,TestFirst--4639,TestLast--4639,test4639@example.com,+918785095796,2023-08-25,Family Support,2023-12-31,2025-04-15,discharged,Agency B,no,Sonia Rao,Duplicate-case 1
CID104640,TestFirst--4640,TestLast--4640,test4640@example.com,+919043273785,2024-04-20,Counselling,2023-04-17,2024-01-14,discharged,Agency C,no,"sunil iyer, Rita Kumar",Initial enrollment
CID104641,TestFirst--4641,TestLast--4641,test4641@example.com,+919985948610,2025-04-23,Housing Support,2024-12-27,2023-10-08,pending,Self,no,Asha Patel,Initial enrollment
CID104642,TestFirst--4642,TestLast--4642,test4642@example.com,+916655197104,2023-10-20,Addiction Counselling,2023-01-04,2023-10-17,discharged,Agency A,yes,Dr. Singh,support workers different order
CID104643,TestFirst--4643,TestLast--4643,test4643@example.com,+918235095737,2023-01-05,Employment Assistance,2023-12-28,2023-06-27,discharged,Outreach,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID104644,TestFirst--4644,TestLast--4644,test4644@example.com,+916614284707,2025-07-16,Family Support,2025-03-05,2023-03-15,pending,Agency C,no,Rita Kumar,Duplicate with status difference
CID104645,TestFirst--4645,TestLast--4645,test4645@example.com,+919180306434,2025-07-15,Counselling,2024-09-23,2024-04-21,discharged,Agency C,yes,Dr. Singh,Initial enrollment
CID104646,TestFirst--4646,TestLast--4646,test4646@example.com,+917069823770,2023-08-07,Housing Support,2025-06-18,2025-07-12,active,Agency C,no,Dr. Singh,support workers lowercase
CID104647,TestFirst--4647,TestLast--4647,test4647@example.com,+916664678250,2025-03-29,Addiction Counselling,2024-07-11,2024-10-07,discharged,Hospital,yes,Rita Kumar,Duplicate with status difference
CID104648,TestFirst--4648,TestLast--4648,test4648@example.com,+917103700780,2023-01-10,Employment Assistance,2024-06-24,2025-06-19,active,Self,no,Dr. Singh,Duplicate with status difference
CID104649,TestFirst--4649,TestLast--4649,test4649@example.com,+917289732608,2023-01-24,Family Support,2024-01-26,2023-10-14,pending,Clinic,yes,Rita Kumar,Primary enrollment
CID104650,TestFirst--4650,TestLast--4650,test4650@example.com,+917623635504,2024-09-03,Counselling,2023-04-29,2023-09-15,pending,Agency B,no,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID104651,TestFirst--4651,TestLast--4651,test4651@example.com,+919030238129,2022-12-26,Housing Support,2023-06-06,2024-01-16,pending,Hospital,no,"Rita Kumar,Sunil Iyer",Duplicate-case 1
CID104652,TestFirst--4652,TestLast--4652,test4652@example.com,+919152308615,2024-02-13,Addiction Counselling,2025-03-05,2023-10-25,active,Outreach,no,Sonia Rao,Primary enrollment
CID104653,TestFirst--4653,TestLast--4653,test4653@example.com,+917940432856,2024-03-16,Employment Assistance,2025-04-11,2023-12-11,active,Agency C,no,Dr. Singh,Duplicate with status difference
CID104654,TestFirst--4654,TestLast--4654,test4654@example.com,+917443849096,2024-11-14,Family Support,2025-01-22,2024-03-18,pending,Clinic,yes,Anil Verma,Duplicate-case 1
CID104655,TestFirst--4655,TestLast--4655,test4655@example.com,+919326473087,2024-01-25,Counselling,2023-03-23,2024-05-15,active,Outreach,no,Sonia Rao,Duplicate with status difference
CID104656,TestFirst--4656,TestLast--4656,test4656@example.com,+917199241103,2024-06-03,Housing Support,2023-04-23,2025-06-16,pending,Agency A,no,Dr. Singh,Duplicate with status difference
CID104657,TestFirst--4657,TestLast--4657,test4657@example.com,+917175664255,2024-09-13,Addiction Counselling,2024-12-13,2023-11-24,pending,Hospital,no,Rita Kumar,support workers lowercase
CID104658,TestFirst--4658,TestLast--4658,test4658@example.com,+918841936514,2025-08-04,Employment Assistance,2024-10-24,2024-06-15,active,Agency C,no,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID104659,TestFirst--4659,TestLast--4659,test4659@example.com,+919406106972,2024-05-03,Family Support,2025-02-09,2023-08-19,active,Self,yes,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID104660,TestFirst--4660,TestLast--4660,test4660@example.com,+916143734079,2023-10-02,Counselling,2024-09-25,2023-12-26,active,Agency C,no,Dr. Singh,Initial enrollment
CID104661,TestFirst--4661,TestLast--4661,test4661@example.com,+918965305213,2023-08-06,Housing Support,2023-05-13,2023-08-25,active,Agency A,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID104662,TestFirst--4662,TestLast--4662,test4662@example.com,+919766375426,2023-05-27,Addiction Counselling,2025-11-16,2025-06-11,pending,School,no,"Rita Kumar,Sunil Iyer",support workers lowercase
CID104663,TestFirst--4663,TestLast--4663,test4663@example.com,+916625687024,2025-01-20,Employment Assistance,2024-11-27,2024-10-16,active,School,no,Anil Verma,Duplicate with status difference
CID104664,TestFirst--4664,TestLast--4664,test4664@example.com,+916674940288,2024-12-23,Family Support,2025-05-25,2025-01-09,discharged,Agency C,no,"Rita Kumar, Sunil Iyer",Primary enrollment
CID104665,TestFirst--4665,TestLast--4665,test4665@example.com,+918588804099,2025-07-17,Counselling,2025-03-23,2024-11-19,discharged,Hospital,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID104666,TestFirst--4666,TestLast--4666,test4666@example.com,+919561441853,2023-05-11,Housing Support,2025-05-22,2025-06-28,pending,Hospital,yes,Asha Patel,Duplicate-case 1
CID104667,TestFirst--4667,TestLast--4667,test4667@example.com,+917322237338,2024-09-22,Addiction Counselling,2023-02-19,2025-03-16,pending,Agency B,yes,"sunil iyer, Rita Kumar",Duplicate-case 1
CID104668,TestFirst--4668,TestLast--4668,test4668@example.com,+918301279409,2024-04-19,Employment Assistance,2024-01-02,2025-06-12,pending,Self,no,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID104669,TestFirst--4669,TestLast--4669,test4669@example.com,+919864953870,2025-06-02,Family Support,2023-08-31,2023-05-05,discharged,Agency B,yes,Sonia Rao,Duplicate with status difference
CID104670,TestFirst--4670,TestLast--4670,test4670@example.com,+916023214170,2025-06-04,Counselling,2024-08-24,2023-10-17,discharged,School,no,Dr. Singh,Duplicate-case 2 - different referral_source
CID104671,TestFirst--4671,TestLast--4671,test4671@example.com,+919141453741,2024-03-30,Housing Support,2023-03-12,2024-01-17,pending,Clinic,no,Dr. Singh,Primary enrollment
CID104672,TestFirst--4672,TestLast--4672,test4672@example.com,+919879801628,2024-05-25,Addiction Counselling,2025-10-15,2023-10-07,active,Agency C,yes,Asha Patel,support workers lowercase
CID104673,TestFirst--4673,TestLast--4673,test4673@example.com,+916262741414,2025-01-17,Employment Assistance,2024-02-19,2025-10-20,pending,Hospital,yes,Anil Verma,Duplicate-case 1
CID104674,TestFirst--4674,TestLast--4674,test4674@example.com,+916167091199,2023-01-28,Family Support,2023-03-07,2024-11-25,pending,Self,no,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID104675,TestFirst--4675,TestLast--4675,test4675@example.com,+918661794180,2023-12-30,Counselling,2023-01-17,2024-05-17,pending,Agency B,yes,Anil Verma,Duplicate-case 1
CID104676,TestFirst--4676,TestLast--4676,test4676@example.com,+918435200798,2025-01-27,Housing Support,2023-06-23,2025-09-10,pending,Clinic,yes,Anil Verma,Duplicate-case 2 - different referral_source
CID104677,TestFirst--4677,TestLast--4677,test4677@example.com,+918264700657,2024-04-20,Addiction Counselling,2024-08-16,2024-10-22,active,School,no,Asha Patel,Duplicate-case 1
CID104678,TestFirst--4678,TestLast--4678,test4678@example.com,+919352977376,2023-01-05,Employment Assistance,2024-12-11,2023-09-21,discharged,Clinic,no,Rita Kumar,Duplicate-case 2 - different referral_source
CID104679,TestFirst--4679,TestLast--4679,test4679@example.com,+919028356193,2022-11-28,Family Support,2023-09-12,2024-04-10,discharged,Self,no,Sonia Rao,Initial enrollment
CID104680,TestFirst--4680,TestLast--4680,test4680@example.com,+918015227957,2024-04-30,Counselling,2025-06-29,2023-06-08,pending,School,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID104681,TestFirst--4681,TestLast--4681,test4681@example.com,+919586231751,2025-11-11,Housing Support,2025-10-21,2023-08-15,active,Self,yes,Asha Patel,Duplicate-case 1
CID104682,TestFirst--4682,TestLast--4682,test4682@example.com,+919538730248,2025-06-19,Addiction Counselling,2023-07-17,2025-05-14,pending,Outreach,no,Dr. Singh,Initial enrollment
CID104683,TestFirst--4683,TestLast--4683,test4683@example.com,+917067547669,2023-04-21,Employment Assistance,2023-08-15,2025-07-21,pending,Self,no,Rita Kumar,Duplicate with status difference
CID104684,TestFirst--4684,TestLast--4684,test4684@example.com,+919989787335,2024-06-18,Family Support,2023-12-21,2025-05-05,pending,Outreach,no,Dr. Singh,support workers different order
CID104685,TestFirst--4685,TestLast--4685,test4685@example.com,+918781098967,2024-06-22,Counselling,2025-07-09,2023-11-22,pending,School,no,Anil Verma,Primary enrollment
CID104686,TestFirst--4686,TestLast--4686,test4686@example.com,+917675018596,2024-08-24,Housing Support,2023-02-15,2025-11-11,discharged,Agency A,no,Anil Verma,Duplicate-case 2 - different referral_source
